Timestamp	Package ID	Event Type
2023-05-01 13:20:18	android	DEVICE_SHUTDOWN
2023-05-01 13:20:18	com.google.android.setupwizard	ACTIVITY_RESUMED
2023-05-01 13:20:18	com.google.android.setupwizard	ACTIVITY_PAUSED
2023-05-01 13:20:18	com.google.android.setupwizard	FOREGROUND_SERVICE_START
2023-05-01 13:20:18	com.google.android.factoryota	ACTIVITY_RESUMED
2023-05-01 13:20:18	com.google.android.factoryota	ACTIVITY_PAUSED
2023-05-01 13:20:18	com.google.android.setupwizard	ACTIVITY_RESUMED
2023-05-01 13:20:18	com.google.android.setupwizard	ACTIVITY_PAUSED
2023-05-01 13:20:18	com.google.android.pixel.setupwizard	ACTIVITY_RESUMED
2023-05-01 13:20:18	com.google.android.setupwizard	ACTIVITY_STOPPED
2023-05-01 13:20:18	com.google.android.setupwizard	ACTIVITY_STOPPED
2023-05-01 13:20:18	com.google.android.factoryota	ACTIVITY_STOPPED
2023-05-01 13:20:18	android	NOTIFICATION
2023-05-01 13:20:18	android	DEVICE_STARTUP
2023-05-01 13:20:19	android	NOTIFICATION
2023-05-01 13:20:19	com.google.android.pixel.setupwizard	ACTIVITY_PAUSED
2023-05-01 13:20:19	com.google.android.setupwizard	ACTIVITY_RESUMED
2023-05-01 13:20:19	com.google.android.setupwizard	ACTIVITY_PAUSED
2023-05-01 13:20:19	com.google.android.setupwizard	ACTIVITY_RESUMED
2023-05-01 13:20:19	com.google.android.setupwizard	ACTIVITY_PAUSED
2023-05-01 13:20:19	com.google.android.setupwizard	ACTIVITY_RESUMED
2023-05-01 13:20:19	com.google.android.setupwizard	ACTIVITY_STOPPED
2023-05-01 13:20:19	com.google.android.setupwizard	ACTIVITY_PAUSED
2023-05-01 13:20:19	com.google.android.setupwizard	ACTIVITY_RESUMED
2023-05-01 13:20:19	com.google.android.setupwizard	ACTIVITY_STOPPED
2023-05-01 13:20:19	com.google.android.setupwizard	ACTIVITY_STOPPED
2023-05-01 13:20:19	com.google.android.setupwizard	ACTIVITY_PAUSED
2023-05-01 13:20:19	com.google.android.setupwizard	ACTIVITY_RESUMED
