App Launch Timestamp	App Name	File Path
2023-05-01 22:23:04.674	com.google.android.gm	\\?\C:\Temp\UNSW_ALEAP\ALEAPP_Reports_2023-05-27_Saturday_075547\temp\data\data\com.google.android.apps.turbo\shared_prefs\app_usage_stats.xml
2023-05-01 22:23:16.502	com.google.android.gm	\\?\C:\Temp\UNSW_ALEAP\ALEAPP_Reports_2023-05-27_Saturday_075547\temp\data\data\com.google.android.apps.turbo\shared_prefs\app_usage_stats.xml
2023-05-01 22:23:17.26	com.google.android.gm	\\?\C:\Temp\UNSW_ALEAP\ALEAPP_Reports_2023-05-27_Saturday_075547\temp\data\data\com.google.android.apps.turbo\shared_prefs\app_usage_stats.xml
2023-05-01 22:23:20.507	com.google.android.gm	\\?\C:\Temp\UNSW_ALEAP\ALEAPP_Reports_2023-05-27_Saturday_075547\temp\data\data\com.google.android.apps.turbo\shared_prefs\app_usage_stats.xml
2023-05-01 22:23:20.523	com.google.android.gm	\\?\C:\Temp\UNSW_ALEAP\ALEAPP_Reports_2023-05-27_Saturday_075547\temp\data\data\com.google.android.apps.turbo\shared_prefs\app_usage_stats.xml
2023-05-01 22:23:24.28	com.google.android.gm	\\?\C:\Temp\UNSW_ALEAP\ALEAPP_Reports_2023-05-27_Saturday_075547\temp\data\data\com.google.android.apps.turbo\shared_prefs\app_usage_stats.xml
2023-05-01 06:20:18.617	com.google.android.pixel.setupwizard	\\?\C:\Temp\UNSW_ALEAP\ALEAPP_Reports_2023-05-27_Saturday_075547\temp\data\data\com.google.android.apps.turbo\shared_prefs\app_usage_stats.xml
2023-05-01 06:20:31.321	com.google.android.pixel.setupwizard	\\?\C:\Temp\UNSW_ALEAP\ALEAPP_Reports_2023-05-27_Saturday_075547\temp\data\data\com.google.android.apps.turbo\shared_prefs\app_usage_stats.xml
2023-05-01 06:20:31.375	com.google.android.pixel.setupwizard	\\?\C:\Temp\UNSW_ALEAP\ALEAPP_Reports_2023-05-27_Saturday_075547\temp\data\data\com.google.android.apps.turbo\shared_prefs\app_usage_stats.xml
2023-05-01 06:20:31.423	com.google.android.pixel.setupwizard	\\?\C:\Temp\UNSW_ALEAP\ALEAPP_Reports_2023-05-27_Saturday_075547\temp\data\data\com.google.android.apps.turbo\shared_prefs\app_usage_stats.xml
2023-05-01 06:20:44.945	com.google.android.pixel.setupwizard	\\?\C:\Temp\UNSW_ALEAP\ALEAPP_Reports_2023-05-27_Saturday_075547\temp\data\data\com.google.android.apps.turbo\shared_prefs\app_usage_stats.xml
2023-05-01 20:34:53.786	android	\\?\C:\Temp\UNSW_ALEAP\ALEAPP_Reports_2023-05-27_Saturday_075547\temp\data\data\com.google.android.apps.turbo\shared_prefs\app_usage_stats.xml
2023-05-01 06:20:31.64	com.android.settings	\\?\C:\Temp\UNSW_ALEAP\ALEAPP_Reports_2023-05-27_Saturday_075547\temp\data\data\com.google.android.apps.turbo\shared_prefs\app_usage_stats.xml
2023-05-01 06:20:31.693	com.android.settings	\\?\C:\Temp\UNSW_ALEAP\ALEAPP_Reports_2023-05-27_Saturday_075547\temp\data\data\com.google.android.apps.turbo\shared_prefs\app_usage_stats.xml
2023-05-01 06:20:31.97	com.android.settings	\\?\C:\Temp\UNSW_ALEAP\ALEAPP_Reports_2023-05-27_Saturday_075547\temp\data\data\com.google.android.apps.turbo\shared_prefs\app_usage_stats.xml
2023-05-01 06:20:37.205	com.android.settings	\\?\C:\Temp\UNSW_ALEAP\ALEAPP_Reports_2023-05-27_Saturday_075547\temp\data\data\com.google.android.apps.turbo\shared_prefs\app_usage_stats.xml
2023-05-01 06:20:37.227	com.android.settings	\\?\C:\Temp\UNSW_ALEAP\ALEAPP_Reports_2023-05-27_Saturday_075547\temp\data\data\com.google.android.apps.turbo\shared_prefs\app_usage_stats.xml
2023-05-01 06:20:37.263	com.android.settings	\\?\C:\Temp\UNSW_ALEAP\ALEAPP_Reports_2023-05-27_Saturday_075547\temp\data\data\com.google.android.apps.turbo\shared_prefs\app_usage_stats.xml
2023-05-01 06:20:39.464	com.android.settings	\\?\C:\Temp\UNSW_ALEAP\ALEAPP_Reports_2023-05-27_Saturday_075547\temp\data\data\com.google.android.apps.turbo\shared_prefs\app_usage_stats.xml
2023-05-01 06:20:41.537	com.android.settings	\\?\C:\Temp\UNSW_ALEAP\ALEAPP_Reports_2023-05-27_Saturday_075547\temp\data\data\com.google.android.apps.turbo\shared_prefs\app_usage_stats.xml
2023-05-01 06:20:41.562	com.android.settings	\\?\C:\Temp\UNSW_ALEAP\ALEAPP_Reports_2023-05-27_Saturday_075547\temp\data\data\com.google.android.apps.turbo\shared_prefs\app_usage_stats.xml
2023-05-01 06:27:29.524	com.android.settings	\\?\C:\Temp\UNSW_ALEAP\ALEAPP_Reports_2023-05-27_Saturday_075547\temp\data\data\com.google.android.apps.turbo\shared_prefs\app_usage_stats.xml
2023-05-01 06:27:29.524	com.android.settings	\\?\C:\Temp\UNSW_ALEAP\ALEAPP_Reports_2023-05-27_Saturday_075547\temp\data\data\com.google.android.apps.turbo\shared_prefs\app_usage_stats.xml
2023-05-01 06:30:39.615	com.android.settings	\\?\C:\Temp\UNSW_ALEAP\ALEAPP_Reports_2023-05-27_Saturday_075547\temp\data\data\com.google.android.apps.turbo\shared_prefs\app_usage_stats.xml
2023-05-01 06:30:39.615	com.android.settings	\\?\C:\Temp\UNSW_ALEAP\ALEAPP_Reports_2023-05-27_Saturday_075547\temp\data\data\com.google.android.apps.turbo\shared_prefs\app_usage_stats.xml
2023-05-01 06:30:55.25	com.android.settings	\\?\C:\Temp\UNSW_ALEAP\ALEAPP_Reports_2023-05-27_Saturday_075547\temp\data\data\com.google.android.apps.turbo\shared_prefs\app_usage_stats.xml
2023-05-01 06:30:58.13	com.android.settings	\\?\C:\Temp\UNSW_ALEAP\ALEAPP_Reports_2023-05-27_Saturday_075547\temp\data\data\com.google.android.apps.turbo\shared_prefs\app_usage_stats.xml
2023-05-01 06:31:43.259	com.android.settings	\\?\C:\Temp\UNSW_ALEAP\ALEAPP_Reports_2023-05-27_Saturday_075547\temp\data\data\com.google.android.apps.turbo\shared_prefs\app_usage_stats.xml
2023-05-01 06:31:43.259	com.android.settings	\\?\C:\Temp\UNSW_ALEAP\ALEAPP_Reports_2023-05-27_Saturday_075547\temp\data\data\com.google.android.apps.turbo\shared_prefs\app_usage_stats.xml
