Timestamp	Originating File	Record ID	Key	Value	source file
2023-05-02 23:04:47.628796	000009.ldb	0:1683068687628796%2066a33706138e52	google.c.sender.id	340331662088	\\?\C:\Temp\UNSW_ALEAP\ALEAPP_Reports_2023-05-27_Saturday_075547\temp\data\user\0\com.google.android.gms\files\fcm_queued_messages.ldb \\?\C:\Temp\UNSW_ALEAP\ALEAPP_Reports_2023-05-27_Saturday_075547\temp\data\data\com.google.android.gms\files\fcm_queued_messages.ldb
2023-05-02 23:04:47.628796	000009.ldb	0:1683068687628796%2066a33706138e52	payload	"{""badge"":4,""expire_time"":1683241487,""extra_str"":""{\""badge\"":4,\""red_badge_only\"":1}"",""group_id_str"":""63113423"",""id"":63113423,""is_dark_mode"":0,""notify_channel"":"""",""open_url"":""sslocal://comments?groupid=63113423"",""rid64"":63113423,""rid64_str"":""63113423"",""text"":"""",""title"":"""",""ttpush_event_extra"":{""msg_tag"":""badge""},""use_led"":1}"	\\?\C:\Temp\UNSW_ALEAP\ALEAPP_Reports_2023-05-27_Saturday_075547\temp\data\user\0\com.google.android.gms\files\fcm_queued_messages.ldb \\?\C:\Temp\UNSW_ALEAP\ALEAPP_Reports_2023-05-27_Saturday_075547\temp\data\data\com.google.android.gms\files\fcm_queued_messages.ldb
2023-05-03 00:37:37.871036	000009.ldb	0:1683074257871036%2066a33706138e51	google.c.sender.id	340331662088	\\?\C:\Temp\UNSW_ALEAP\ALEAPP_Reports_2023-05-27_Saturday_075547\temp\data\user\0\com.google.android.gms\files\fcm_queued_messages.ldb \\?\C:\Temp\UNSW_ALEAP\ALEAPP_Reports_2023-05-27_Saturday_075547\temp\data\data\com.google.android.gms\files\fcm_queued_messages.ldb
2023-05-03 00:37:37.871036	000009.ldb	0:1683074257871036%2066a33706138e51	payload	"{""badge"":4,""expire_time"":1683247057,""extra_str"":""{\""badge\"":4,\""notification_channel\"":\""recommend_video_push\""}"",""group_id_str"":""7202184271946108161"",""id"":7203380994668398593,""image_type"":1,""image_url"":""https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/f6145eccb9414783bed89b7a5de8dbab_1676889208~c5_300x300.jpg?x-expires=1686527963\u0026x-signature=Oaf27D8m7ELMrNAcTU1cw7pCQxo%3D"",""is_dark_mode"":0,""notify_channel"":""recommend_video_push"",""open_url"":""sslocal://aweme/detail/7202184271946108161?push_id=7203380994668398593\u0026label=official\u0026gd_label=click_push_recommend"",""rid64"":7203380994668398593,""rid64_str"":""7203380994668398593"",""text"":""It's me and my boyfriend"",""title"":""TikTok"",""ttpush_event_extra"":{""msg_tag"":""recommend""},""use_led"":1}"	\\?\C:\Temp\UNSW_ALEAP\ALEAPP_Reports_2023-05-27_Saturday_075547\temp\data\user\0\com.google.android.gms\files\fcm_queued_messages.ldb \\?\C:\Temp\UNSW_ALEAP\ALEAPP_Reports_2023-05-27_Saturday_075547\temp\data\data\com.google.android.gms\files\fcm_queued_messages.ldb
2023-05-03 04:45:16.284083	000009.ldb	0:1683089116284083%2066a33706138e50	google.c.sender.id	340331662088	\\?\C:\Temp\UNSW_ALEAP\ALEAPP_Reports_2023-05-27_Saturday_075547\temp\data\user\0\com.google.android.gms\files\fcm_queued_messages.ldb \\?\C:\Temp\UNSW_ALEAP\ALEAPP_Reports_2023-05-27_Saturday_075547\temp\data\data\com.google.android.gms\files\fcm_queued_messages.ldb
2023-05-03 04:45:16.284083	000009.ldb	0:1683089116284083%2066a33706138e50	payload	"{""badge"":5,""expire_time"":1683261915,""extra_str"":""{\""badge\"":5,\""notification_channel\"":\""recommend_video_push\""}"",""group_id_str"":""7198033503366253825"",""id"":7201150001739728897,""image_type"":1,""image_url"":""https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/oMUI1GA5EDYO7xlBIjjEknVB5IR6QjObgAfeDR~c5_300x300.jpg?x-expires=1686543942\u0026x-signature=afrvFHB69r2uJ64j08qK%2FlMvk%2Fk%3D"",""is_dark_mode"":0,""notify_channel"":""recommend_video_push"",""open_url"":""sslocal://aweme/detail/7198033503366253825?push_id=7201150001739728897\u0026label=official\u0026gd_label=click_push_recommend"",""rid64"":7201150001739728897,""rid64_str"":""7201150001739728897"",""text"":""Aunt or auntie?"",""title"":""TikTok"",""ttpush_event_extra"":{""msg_tag"":""recommend""},""use_led"":1}"	\\?\C:\Temp\UNSW_ALEAP\ALEAPP_Reports_2023-05-27_Saturday_075547\temp\data\user\0\com.google.android.gms\files\fcm_queued_messages.ldb \\?\C:\Temp\UNSW_ALEAP\ALEAPP_Reports_2023-05-27_Saturday_075547\temp\data\data\com.google.android.gms\files\fcm_queued_messages.ldb
2023-05-03 05:00:28.809341	000009.ldb	0:1683090028809341%2066a33706138e51	google.c.sender.id	340331662088	\\?\C:\Temp\UNSW_ALEAP\ALEAPP_Reports_2023-05-27_Saturday_075547\temp\data\user\0\com.google.android.gms\files\fcm_queued_messages.ldb \\?\C:\Temp\UNSW_ALEAP\ALEAPP_Reports_2023-05-27_Saturday_075547\temp\data\data\com.google.android.gms\files\fcm_queued_messages.ldb
2023-05-03 05:00:28.809341	000009.ldb	0:1683090028809341%2066a33706138e51	payload	"{""badge"":5,""expire_time"":1683262828,""extra_str"":""{\""badge\"":5,\""red_badge_only\"":1}"",""group_id_str"":""63113505"",""id"":63113505,""is_dark_mode"":0,""notify_channel"":"""",""open_url"":""sslocal://comments?groupid=63113505"",""rid64"":63113505,""rid64_str"":""63113505"",""text"":"""",""title"":"""",""ttpush_event_extra"":{""msg_tag"":""badge""},""use_led"":1}"	\\?\C:\Temp\UNSW_ALEAP\ALEAPP_Reports_2023-05-27_Saturday_075547\temp\data\user\0\com.google.android.gms\files\fcm_queued_messages.ldb \\?\C:\Temp\UNSW_ALEAP\ALEAPP_Reports_2023-05-27_Saturday_075547\temp\data\data\com.google.android.gms\files\fcm_queued_messages.ldb
2023-05-03 06:54:53.880347	000009.ldb	0:1683096893880347%2066a33706138e53	google.c.sender.id	340331662088	\\?\C:\Temp\UNSW_ALEAP\ALEAPP_Reports_2023-05-27_Saturday_075547\temp\data\user\0\com.google.android.gms\files\fcm_queued_messages.ldb \\?\C:\Temp\UNSW_ALEAP\ALEAPP_Reports_2023-05-27_Saturday_075547\temp\data\data\com.google.android.gms\files\fcm_queued_messages.ldb
2023-05-03 06:54:53.880347	000009.ldb	0:1683096893880347%2066a33706138e53	payload	"{""badge"":6,""expire_time"":1683269693,""extra_str"":""{\""badge\"":6,\""notification_channel\"":\""recommend_video_push\""}"",""group_id_str"":""7195832971457318146"",""id"":7197744377194612737,""image_type"":1,""image_url"":""https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/35bd2bdc76b541dabe6c89a2fcf1c493_1675410445~c5_300x300.jpg?x-expires=1686551964\u0026x-signature=pqOrC71UrKFsMWjVL%2F9g9as8Avg%3D"",""is_dark_mode"":0,""notify_channel"":""recommend_video_push"",""open_url"":""sslocal://aweme/detail/7195832971457318146?push_id=7197744377194612737\u0026label=official\u0026gd_label=click_push_recommend"",""rid64"":7197744377194612737,""rid64_str"":""7197744377194612737"",""text"":""I got my photo taken for the newspaper today 🤭"",""title"":""TikTok"",""ttpush_event_extra"":{""msg_tag"":""recommend""},""use_led"":1}"	\\?\C:\Temp\UNSW_ALEAP\ALEAPP_Reports_2023-05-27_Saturday_075547\temp\data\user\0\com.google.android.gms\files\fcm_queued_messages.ldb \\?\C:\Temp\UNSW_ALEAP\ALEAPP_Reports_2023-05-27_Saturday_075547\temp\data\data\com.google.android.gms\files\fcm_queued_messages.ldb
2023-05-03 08:54:55.297938	000009.ldb	0:1683104095297938%2066a33706138e51	google.c.sender.id	340331662088	\\?\C:\Temp\UNSW_ALEAP\ALEAPP_Reports_2023-05-27_Saturday_075547\temp\data\user\0\com.google.android.gms\files\fcm_queued_messages.ldb \\?\C:\Temp\UNSW_ALEAP\ALEAPP_Reports_2023-05-27_Saturday_075547\temp\data\data\com.google.android.gms\files\fcm_queued_messages.ldb
